name,date,processed_cbm
Zeebrugge LNG Terminal,2024-04-28,173400
Ennore LNG Terminal,2024-04-29,152482
Gorgon LNG Terminal,2024-04-29,310000
Hammerfest LNG Snohvit Terminal,2024-04-29,153000
Oman Qalhat LNG Terminal,2024-04-29,138200
Prelude FLNG Terminal,2024-04-29,174000
Rasgas LNG Terminal 3,2024-04-29,348362
Tanjung Benoa FSRU,2024-04-29,155000
Yamal LNG Terminal,2024-04-29,173400
Das Island LNG Terminal,2024-04-30,135000
Elba Island LNG Terminal,2024-04-30,170520
Gorgon LNG Terminal,2024-04-30,155000
Map Ta Phut LNG Terminal 2,2024-04-30,210000
Montoir LNG Terminal,2024-04-30,172000
Oman Qalhat LNG Terminal,2024-04-30,175000
Panigaglia LNG Terminal,2024-04-30,75500
Peru LNG Terminal,2024-04-30,172000
Rasgas LNG Terminal 3,2024-04-30,216200
Sergipe FSRU,2024-04-30,155000
Sodegaura LNG Terminal,2024-04-30,174000
Xintian Tangshan LNG Terminal,2024-04-30,267335
Yamal LNG Terminal,2024-04-30,173000
Zeebrugge LNG Terminal,2024-04-30,30000
Arzew-Bethioua LNG Terminal,2024-05-01,147208
GasPort FSRU,2024-05-01,145663
Incheon LNG Terminal,2024-05-01,261700
Map Ta Phut LNG Terminal 2,2024-05-01,145700
Quintero LNG Terminal,2024-05-01,174000
Rasgas LNG Terminal 3,2024-05-01,686400
South Hook LNG Terminal,2024-05-01,170000
Tianjin LNG Terminal (Sinopec),2024-05-01,160000
Yung-An LNG Terminal,2024-05-01,180000
Al Zour LNG Import Terminal,2024-05-02,145700
Boryeong LNG Terminal,2024-05-02,174000
Corpus Christi LNG Terminal,2024-05-02,174000
Izmir Aliaga LNG Terminal,2024-05-02,138058
Marmara LNG Terminal,2024-05-02,174000
Mugardos LNG Terminal,2024-05-02,170000
Nigeria LNG Terminal,2024-05-02,141000
Rasgas LNG Terminal 3,2024-05-02,160000
Sabine Pass LNG Terminal,2024-05-02,174000
Samcheok LNG Terminal,2024-05-02,160000
Tianjin LNG Terminal (Sinopec),2024-05-02,145700
Tongyoung LNG Terminal,2024-05-02,174000
Atlantic LNG Terminal,2024-05-03,138000
Dunkirk LNG Terminal,2024-05-03,173000
Fos Tonkin LNG Terminal,2024-05-03,137300
Gate LNG Terminal,2024-05-03,173000
Incheon LNG Terminal,2024-05-03,174000
Pluto LNG Terminal,2024-05-03,155000
Rasgas LNG Terminal 3,2024-05-03,216200
Skikda LNG Terminal,2024-05-03,75500
Vysotsk LNG Terminal,2024-05-03,18000
Zeebrugge LNG Terminal,2024-05-03,170000
Arzew-Bethioua LNG Terminal,2024-05-04,170000
Brunnsviksholme LNG Terminal,2024-05-04,18000
Corpus Christi LNG Terminal,2024-05-04,200000
El Musel LNG Terminal,2024-05-04,180000
Rasgas LNG Terminal 3,2024-05-04,585000
Sabine Pass LNG Terminal,2024-05-04,160000
Shandong LNG Terminal,2024-05-04,167000
Sines LNG Terminal,2024-05-04,173000
Yamal LNG Terminal,2024-05-04,172000
Świnoujście Polskie LNG Terminal,2024-05-04,162942
Corpus Christi LNG Terminal,2024-05-05,174000
Hammerfest LNG Snohvit Terminal,2024-05-05,142612
Rasgas LNG Terminal 3,2024-05-05,209220
Yamal LNG Terminal,2024-05-05,170000
Al Zour LNG Import Terminal,2024-05-06,151700
Dunkirk LNG Terminal,2024-05-06,173400
Freeport LNG Terminal,2024-05-06,180000
GasPort FSRU,2024-05-06,151900
Hazira LNG Terminal,2024-05-06,160000
Montoir LNG Terminal,2024-05-06,170000
Mundra LNG Terminal,2024-05-06,210100
Nigeria LNG Terminal,2024-05-06,148300
Penuelas LNG Terminal,2024-05-06,138000
Piombino FSRU,2024-05-06,170000
Queensland Curtis LNG Terminal,2024-05-06,167000
Rasgas LNG Terminal 3,2024-05-06,145663
Taichung LNG Terminal,2024-05-06,137568
Tianjin LNG Terminal (Sinopec),2024-05-06,216200
Yamal LNG Terminal,2024-05-06,173000
Arzew-Bethioua LNG Terminal,2024-05-07,170000
Corpus Christi LNG Terminal,2024-05-07,180000
Fos Tonkin LNG Terminal,2024-05-07,75500
Guangxi LNG Terminal,2024-05-07,174000
Ohgishima LNG Terminal,2024-05-07,174000
Rasgas LNG Terminal 3,2024-05-07,216200
Skikda LNG Terminal,2024-05-07,75500
Tongyoung LNG Terminal,2024-05-07,265000
Wenzhou LNG Terminal,2024-05-07,210100
Inkoo FSRU,2024-05-08,142759
Montoir LNG Terminal,2024-05-08,147208
Nigeria LNG Terminal,2024-05-08,145914
Pinghu LNG Terminal,2024-05-08,45000
Pyeongtaek LNG Terminal,2024-05-08,135000
Rasgas LNG Terminal 3,2024-05-08,471866
Sabine Pass LNG Terminal,2024-05-08,160000
Sodegaura LNG Terminal,2024-05-08,180000
Xintian Tangshan LNG Terminal,2024-05-08,265000
Zhoushan LNG Terminal,2024-05-08,155000
Al Zour LNG Import Terminal,2024-05-09,141000
Gorgon LNG Terminal,2024-05-09,173400
Jieyang LNG Terminal (PipeChina),2024-05-09,160000
Rasgas LNG Terminal 3,2024-05-09,512820
Yamal LNG Terminal,2024-05-09,172000
Yokkaichi Works LNG Terminal,2024-05-09,154948
Boryeong LNG Terminal,2024-05-10,155000
Fos Tonkin LNG Terminal,2024-05-10,170000
Freeport LNG Terminal,2024-05-10,180000
Hammerfest LNG Snohvit Terminal,2024-05-10,154880
Hazira LNG Terminal,2024-05-10,149700
Nigeria LNG Terminal,2024-05-10,170000
Pluto LNG Terminal,2024-05-10,174000
Rasgas LNG Terminal 3,2024-05-10,180000
Sabine Pass LNG Terminal,2024-05-10,174000
Tianjin LNG Terminal (Sinopec),2024-05-10,145952
Vysotsk LNG Terminal,2024-05-10,30000
Zhuhai LNG Terminal,2024-05-10,174000
Świnoujście Polskie LNG Terminal,2024-05-10,210000
Barcelona LNG Terminal,2024-05-11,216200
Calcasieu Pass LNG Terminal,2024-05-11,180082
Corpus Christi LNG Terminal,2024-05-11,175000
Eemshaven FSRU,2024-05-11,174000
GasPort FSRU,2024-05-11,145663
Gate LNG Terminal,2024-05-11,170520
Nigeria LNG Terminal,2024-05-11,137300
Panigaglia LNG Terminal,2024-05-11,75500
Rasgas LNG Terminal 3,2024-05-11,266000
Sabine Pass LNG Terminal,2024-05-11,174000
Sakhalin II LNG Terminal,2024-05-11,135000
Skikda LNG Terminal,2024-05-11,75500
South Hook LNG Terminal,2024-05-11,265000
Vysotsk LNG Terminal,2024-05-11,18000
Yamal LNG Terminal,2024-05-11,170000
Yung-An LNG Terminal,2024-05-11,155000
Das Island LNG Terminal,2024-05-12,137000
Fos Tonkin LNG Terminal,2024-05-12,173000
Mugardos LNG Terminal,2024-05-12,173000
Rasgas LNG Terminal 3,2024-05-12,266000
Sabine Pass LNG Terminal,2024-05-12,174000
Arzew-Bethioua LNG Terminal,2024-05-13,170000
Atlantic LNG Terminal,2024-05-13,160000
Gate LNG Terminal,2024-05-13,142612
Gorgon LNG Terminal,2024-05-13,170520
Jebel Ali FLNG Terminal,2024-05-13,151700
Jieyang LNG Terminal (PipeChina),2024-05-13,210100
Nigeria LNG Terminal,2024-05-13,172000
Oman Qalhat LNG Terminal,2024-05-13,165500
Pengerang Johor LNG Terminal,2024-05-13,174000
Pluto LNG Terminal,2024-05-13,174000
Prelude FLNG Terminal,2024-05-13,152615
Rasgas LNG Terminal 3,2024-05-13,216000
Sabine Pass LNG Terminal,2024-05-13,138000
Tongyoung LNG Terminal,2024-05-13,174000
Tornio Manga LNG Terminal,2024-05-13,18000
Yamal LNG Terminal,2024-05-13,170000
Yokkaichi Works LNG Terminal,2024-05-13,176190
Zhuhai LNG Terminal,2024-05-13,174000
American LNG Hialeah Terminal,2024-05-14,170000
Arzew-Bethioua LNG Terminal,2024-05-14,170000
Atlantic LNG Terminal,2024-05-14,174000
Barcelona LNG Terminal,2024-05-14,75500
Montoir LNG Terminal,2024-05-14,172000
Rasgas LNG Terminal 3,2024-05-14,216000
Revithoussa LNG Terminal,2024-05-14,153000
Taichung LNG Terminal,2024-05-14,138262
Yamal LNG Terminal,2024-05-14,343000
Dunkirk LNG Terminal,2024-05-15,170000
Kochi LNG Terminal,2024-05-15,175000
Mugardos LNG Terminal,2024-05-15,180000
Ohgishima LNG Terminal,2024-05-15,216200
Rasgas LNG Terminal 3,2024-05-15,145702
Wheatstone LNG Terminal,2024-05-15,174000
Yung-An LNG Terminal,2024-05-15,167000
GasPort FSRU,2024-05-16,151900
Gwangyang LNG Terminal,2024-05-16,174000
Hammerfest LNG Snohvit Terminal,2024-05-16,147208
Inkoo FSRU,2024-05-16,154880
Pyeongtaek LNG Terminal,2024-05-16,138200
Qidong LNG Terminal,2024-05-16,135000
Rasgas LNG Terminal 3,2024-05-16,266398
Sabine Pass LNG Terminal,2024-05-16,180000
Tiga Malaysia LNG Terminal,2024-05-16,174000
Yamal LNG Terminal,2024-05-16,170000
Zeebrugge LNG Terminal,2024-05-16,172000
Świnoujście Polskie LNG Terminal,2024-05-16,210152
Calcasieu Pass LNG Terminal,2024-05-17,173400
Corpus Christi LNG Terminal,2024-05-17,180000
Dunkirk LNG Terminal,2024-05-17,174000
Gate LNG Terminal,2024-05-17,173000
Hazira LNG Terminal,2024-05-17,174000
Pluto LNG Terminal,2024-05-17,160000
Rasgas LNG Terminal 3,2024-05-17,138000
Tiga Malaysia LNG Terminal,2024-05-17,180000
Tongyoung LNG Terminal,2024-05-17,267335
Vysotsk LNG Terminal,2024-05-17,18000
Wenzhou LNG Terminal,2024-05-17,174000
Yamal LNG Terminal,2024-05-17,170000
Zeebrugge LNG Terminal,2024-05-17,30000
Arzew-Bethioua LNG Terminal,2024-05-18,138058
Atlantic LNG Terminal,2024-05-18,174000
Hammerfest LNG Snohvit Terminal,2024-05-18,147208
Huelva LNG Terminal,2024-05-18,145914
Nigeria LNG Terminal,2024-05-18,175000
Pluto LNG Terminal,2024-05-18,172000
Rasgas LNG Terminal 3,2024-05-18,426000
Sagunto LNG Terminal,2024-05-18,155900
Skikda LNG Terminal,2024-05-18,75500
Yamal LNG Terminal,2024-05-18,168873
Zhuhai LNG Terminal,2024-05-18,173400
Arzew-Bethioua LNG Terminal,2024-05-19,138059
Brunnsviksholme LNG Terminal,2024-05-19,18000
Calcasieu Pass LNG Terminal,2024-05-19,174000
Corpus Christi LNG Terminal,2024-05-19,173000
Dunkirk LNG Terminal,2024-05-19,172000
Nigeria LNG Terminal,2024-05-19,145842
Rasgas LNG Terminal 3,2024-05-19,145700
Sines LNG Terminal,2024-05-19,170000
Yamal LNG Terminal,2024-05-19,173000
Corpus Christi LNG Terminal,2024-05-20,174000
Gate LNG Terminal,2024-05-20,160000
Map Ta Phut LNG Terminal 2,2024-05-20,216200
Marmara LNG Terminal,2024-05-20,170000
Sabine Pass LNG Terminal,2024-05-20,174000
Zeebrugge LNG Terminal,2024-05-20,170000
Fos Tonkin LNG Terminal,2024-05-21,75500
Freeport LNG Terminal,2024-05-21,162942
GasPort FSRU,2024-05-21,145702
Gibraltar LNG Terminal,2024-05-21,169355
Nigeria LNG Terminal,2024-05-21,170000
Pluto LNG Terminal,2024-05-21,145700
Pyeongtaek LNG Terminal,2024-05-21,170000
Rasgas LNG Terminal 3,2024-05-21,427335
Sodegaura LNG Terminal,2024-05-21,172000
Tongyoung LNG Terminal,2024-05-21,152615
Yamal LNG Terminal,2024-05-21,342235
Yokkaichi Works LNG Terminal,2024-05-21,174000
Świnoujście Polskie LNG Terminal,2024-05-21,200000
Al Zour LNG Import Terminal,2024-05-22,304974
Bilbao LNG Terminal,2024-05-22,170000
Das Island LNG Terminal,2024-05-22,135000
Krk FSRU,2024-05-22,160000
Pluto LNG Terminal,2024-05-22,174000
Yamal LNG Terminal,2024-05-22,173000
Zeebrugge LNG Terminal,2024-05-22,173000
Barcelona LNG Terminal,2024-05-23,180000
Cartagena FSRU (Colombia),2024-05-23,180000
Freeport LNG Terminal,2024-05-23,180000
Gibraltar LNG Terminal,2024-05-23,174000
Map Ta Phut LNG Terminal 2,2024-05-23,180000
Mukran FSRU,2024-05-23,180000
Nigeria LNG Terminal,2024-05-23,148300
Rasgas LNG Terminal 3,2024-05-23,261700
Samcheok LNG Terminal,2024-05-23,170520
Yamal LNG Terminal,2024-05-23,170000
Zeebrugge LNG Terminal,2024-05-23,174000
Dunkirk LNG Terminal,2024-05-24,174000
Fos Tonkin LNG Terminal,2024-05-24,175000
Gate LNG Terminal,2024-05-24,147208
Gorgon LNG Terminal,2024-05-24,167000
Hammerfest LNG Snohvit Terminal,2024-05-24,142612
Punta Europa LNG Terminal,2024-05-24,174000
Yung-An LNG Terminal,2024-05-24,175000
Arun LNG Import Terminal,2024-05-25,174198
Arzew-Bethioua LNG Terminal,2024-05-25,75500
Atlantic LNG Terminal,2024-05-25,180000
Barcelona LNG Terminal,2024-05-25,137300
Montoir LNG Terminal,2024-05-25,170000
Ohgishima LNG Terminal,2024-05-25,180000
Pluto LNG Terminal,2024-05-25,155000
Rasgas LNG Terminal 3,2024-05-25,265000
Sodegaura LNG Terminal,2024-05-25,174000
Taichung LNG Terminal,2024-05-25,145958
Yamal LNG Terminal,2024-05-25,173000
Yokkaichi Works LNG Terminal,2024-05-25,174000
Bilbao LNG Terminal,2024-05-26,170000
Cartagena LNG Terminal (Spain),2024-05-26,75500
Dunkirk LNG Terminal,2024-05-26,173400
Fos Tonkin LNG Terminal,2024-05-26,172000
Freeport LNG Terminal,2024-05-26,174000
Grain LNG Terminal,2024-05-26,138058
Mugardos LNG Terminal,2024-05-26,138000
Nigeria LNG Terminal,2024-05-26,174000
Piombino FSRU,2024-05-26,174000
Rasgas LNG Terminal 3,2024-05-26,266000
Risavika LNG Terminal,2024-05-26,18000
Yamal LNG Terminal,2024-05-26,172000
Świnoujście Polskie LNG Terminal,2024-05-26,174000
Arzew-Bethioua LNG Terminal,2024-05-27,170000
Barcelona LNG Terminal,2024-05-27,170000
Map Ta Phut LNG Terminal 2,2024-05-27,216200
New Fortress Barcarena FSRU,2024-05-27,172000
Rasgas LNG Terminal 3,2024-05-27,420200
Sabine Pass LNG Terminal,2024-05-27,173673
Wilhelmshaven FSRU,2024-05-27,170000
Yamal LNG Terminal,2024-05-27,345000
Barcelona LNG Terminal,2024-05-28,137354
Dunkirk LNG Terminal,2024-05-28,173000
Grain LNG Terminal,2024-05-28,147208
Hongmei LNG Terminal,2024-05-28,135000
Lysekil LNG Terminal,2024-05-28,18000
Rasgas LNG Terminal 3,2024-05-28,215100
Al Zour LNG Import Terminal,2024-05-29,265000
Gibraltar LNG Terminal,2024-05-29,175000
Krk FSRU,2024-05-29,216000
Pluto LNG Terminal,2024-05-29,174000
Rasgas LNG Terminal 3,2024-05-29,265000
Al Zour LNG Import Terminal,2024-05-30,148300
Bilbao LNG Terminal,2024-05-30,173000
Skikda LNG Terminal,2024-05-30,75500
Yamal LNG Terminal,2024-05-30,172000
Zeebrugge LNG Terminal,2024-05-30,173000
Arzew-Bethioua LNG Terminal,2024-06-01,172000
Fos Tonkin LNG Terminal,2024-06-01,217000
Gorgon LNG Terminal,2024-06-01,155000
Prelude FLNG Terminal,2024-06-01,172000
