name,date,processed_cbm
Nigeria LNG Terminal,2021-06-29,174000
Rasgas LNG Terminal 3,2021-06-29,265000
Sodegaura LNG Terminal,2021-06-29,216200
Yamal LNG Terminal,2021-06-29,170000
Zeebrugge LNG Terminal,2021-06-29,145700
Corpus Christi LNG Terminal,2021-06-30,170000
Jieyang LNG Terminal (PipeChina),2021-06-30,174000
Nigeria LNG Terminal,2021-06-30,141000
Punta Europa LNG Terminal,2021-06-30,149700
Pyeongtaek LNG Terminal,2021-06-30,266398
Rasgas LNG Terminal 3,2021-06-30,210100
Sabine Pass LNG Terminal,2021-06-30,160000
Sakhalin II LNG Terminal,2021-06-30,150000
Sines LNG Terminal,2021-06-30,170000
Calcasieu Pass LNG Terminal,2021-07-01,177000
Damietta SEGAS LNG Terminal,2021-07-01,160000
Das Island LNG Terminal,2021-07-01,137000
GasPort FSRU,2021-07-01,145702
Huelva LNG Terminal,2021-07-01,180000
Map Ta Phut LNG Terminal 2,2021-07-01,210100
Rasgas LNG Terminal 3,2021-07-01,355100
Sabine Pass LNG Terminal,2021-07-01,180000
Shandong LNG Terminal,2021-07-01,147208
Shin-Sendai LNG Terminal,2021-07-01,170000
Pluto LNG Terminal,2021-07-02,174000
Rasgas LNG Terminal 3,2021-07-02,628700
Sabine Pass LNG Terminal,2021-07-02,173000
Vysotsk LNG Terminal,2021-07-02,18000
Wheatstone LNG Terminal,2021-07-02,173000
Yamal LNG Terminal,2021-07-02,173000
Barcelona LNG Terminal,2021-07-03,145700
Corpus Christi LNG Terminal,2021-07-03,174000
Gibraltar LNG Terminal,2021-07-03,167062
Hazira LNG Terminal,2021-07-03,383220
Himeji LNG Terminal,2021-07-03,127544
Yamal LNG Terminal,2021-07-03,173000
Zeebrugge LNG Terminal,2021-07-03,173000
Arzew-Bethioua LNG Terminal,2021-07-04,75500
Bilbao LNG Terminal,2021-07-04,170551
Gorgon LNG Terminal,2021-07-04,154948
Pori LNG Terminal,2021-07-04,18000
Qidong LNG Terminal,2021-07-04,265000
Sodegaura LNG Terminal,2021-07-04,210000
Taichung LNG Terminal,2021-07-04,283494
Calcasieu Pass LNG Terminal,2021-07-05,174000
Montoir LNG Terminal,2021-07-05,138000
Nigeria LNG Terminal,2021-07-05,148300
Senboku 2 LNG Terminal,2021-07-05,174000
Wheatstone LNG Terminal,2021-07-05,160000
Yamal LNG Terminal,2021-07-05,172000
GasPort FSRU,2021-07-06,151700
Guangxi LNG Terminal,2021-07-06,174000
Jieyang LNG Terminal (PipeChina),2021-07-06,174000
Pluto LNG Terminal,2021-07-06,125452
Rasgas LNG Terminal 3,2021-07-06,266000
Tongyoung LNG Terminal,2021-07-06,173000
Arzew-Bethioua LNG Terminal,2021-07-07,170000
Atlantic LNG Terminal,2021-07-07,138517
Bilbao LNG Terminal,2021-07-07,170000
Fos Tonkin LNG Terminal,2021-07-07,75500
Freeport LNG Terminal,2021-07-07,160000
Pyeongtaek LNG Terminal,2021-07-07,265000
Rasgas LNG Terminal 3,2021-07-07,216200
Sabine Pass LNG Terminal,2021-07-07,174000
Tobata LNG Terminal,2021-07-07,150000
Tongyoung LNG Terminal,2021-07-07,172000
Yanai LNG Terminal,2021-07-07,172000
Yung-An LNG Terminal,2021-07-07,216200
Hitachi LNG Terminal,2021-07-08,165000
Rasgas LNG Terminal 3,2021-07-08,385000
Sabine Pass LNG Terminal,2021-07-08,174000
Yamal LNG Terminal,2021-07-08,170000
Boryeong LNG Terminal,2021-07-09,180000
Dunkirk LNG Terminal,2021-07-09,173000
Fos Tonkin LNG Terminal,2021-07-09,170000
Freeport LNG Terminal,2021-07-09,172717
Nigeria LNG Terminal,2021-07-09,174000
Qidong LNG Terminal,2021-07-09,261700
Vysotsk LNG Terminal,2021-07-09,18000
Wheatstone LNG Terminal,2021-07-09,152482
Yamal LNG Terminal,2021-07-09,173000
Yokkaichi Works LNG Terminal,2021-07-09,180000
Świnoujście Polskie LNG Terminal,2021-07-09,216200
Calcasieu Pass LNG Terminal,2021-07-10,142759
Pluto LNG Terminal,2021-07-10,125000
Pyeongtaek LNG Terminal,2021-07-10,209220
Queensland Curtis LNG Terminal,2021-07-10,167000
Rasgas LNG Terminal 3,2021-07-10,217000
Corpus Christi LNG Terminal,2021-07-11,170723
Dunkirk LNG Terminal,2021-07-11,172717
Gorgon LNG Terminal,2021-07-11,167000
Nigeria LNG Terminal,2021-07-11,170000
Rasgas LNG Terminal 3,2021-07-11,425220
Tornio Manga LNG Terminal,2021-07-11,18000
Yamal LNG Terminal,2021-07-11,172000
Al Zour LNG Import Terminal,2021-07-12,217000
Arzew-Bethioua LNG Terminal,2021-07-12,75500
Calcasieu Pass LNG Terminal,2021-07-12,174000
Gate LNG Terminal,2021-07-12,172000
Gwangyang LNG Terminal,2021-07-12,147208
Jebel Ali FLNG Terminal,2021-07-12,216000
Pluto LNG Terminal,2021-07-12,127525
Rasgas LNG Terminal 3,2021-07-12,635588
Sabine Pass LNG Terminal,2021-07-12,173400
Sodegaura LNG Terminal,2021-07-12,177000
Yamal LNG Terminal,2021-07-12,173000
Yokkaichi Works LNG Terminal,2021-07-12,174000
Arzew-Bethioua LNG Terminal,2021-07-13,170000
Das Island LNG Terminal,2021-07-13,135000
Freeport LNG Terminal,2021-07-13,180000
Gorgon LNG Terminal,2021-07-13,173400
Map Ta Phut LNG Terminal 2,2021-07-13,210100
Montoir LNG Terminal,2021-07-13,141000
Pyeongtaek LNG Terminal,2021-07-13,170000
Rasgas LNG Terminal 3,2021-07-13,138262
Yamal LNG Terminal,2021-07-13,161870
Calcasieu Pass LNG Terminal,2021-07-14,151900
Cartagena LNG Terminal (Spain),2021-07-14,170000
Fos Tonkin LNG Terminal,2021-07-14,75500
Gibraltar LNG Terminal,2021-07-14,173000
Izmir Aliaga LNG Terminal,2021-07-14,138058
Jieyang LNG Terminal (PipeChina),2021-07-14,383552
Rasgas LNG Terminal 3,2021-07-14,266000
Sodegaura LNG Terminal,2021-07-14,173000
Xintian Tangshan LNG Terminal,2021-07-14,267335
Pluto LNG Terminal,2021-07-15,160000
Rasgas LNG Terminal 3,2021-07-15,215100
Taichung LNG Terminal,2021-07-15,150000
Tianjin LNG Terminal (Sinopec),2021-07-15,137100
Yamal LNG Terminal,2021-07-15,170000
Arzew-Bethioua LNG Terminal,2021-07-16,170000
Krk FSRU,2021-07-16,145000
Qidong LNG Terminal,2021-07-16,160000
Yamal LNG Terminal,2021-07-16,168873
Corpus Christi LNG Terminal,2021-07-17,175000
Gate LNG Terminal,2021-07-17,142612
Hazira LNG Terminal,2021-07-17,209220
Montoir LNG Terminal,2021-07-17,173000
Yamal LNG Terminal,2021-07-17,170000
Dalian LNG Terminal,2021-07-18,174000
Himeji LNG Terminal,2021-07-18,167000
Mizushima LNG Terminal,2021-07-18,125452
Nagasaki LNG Terminal,2021-07-18,173400
Pyeongtaek LNG Terminal,2021-07-18,160000
Sabine Pass LNG Terminal,2021-07-18,160000
South Hook LNG Terminal,2021-07-18,267335
Wenzhou LNG Terminal,2021-07-18,210100
Arzew-Bethioua LNG Terminal,2021-07-19,75500
Hazira LNG Terminal,2021-07-19,215100
Incheon LNG Terminal,2021-07-19,265000
Klaipeda FSRU,2021-07-19,160000
Rasgas LNG Terminal 3,2021-07-19,531000
Świnoujście Polskie LNG Terminal,2021-07-19,160000
Arzew-Bethioua LNG Terminal,2021-07-20,75500
Corpus Christi LNG Terminal,2021-07-20,173000
Dunkirk LNG Terminal,2021-07-20,161870
Gorgon LNG Terminal,2021-07-20,155000
Qidong LNG Terminal,2021-07-20,173000
Queensland Curtis LNG Terminal,2021-07-20,167000
Yung-An LNG Terminal,2021-07-20,152482
Calcasieu Pass LNG Terminal,2021-07-21,155000
Das Island LNG Terminal,2021-07-21,135000
Elba Island LNG Terminal,2021-07-21,174000
Gorgon LNG Terminal,2021-07-21,172000
Map Ta Phut LNG Terminal 2,2021-07-21,210000
Marmara LNG Terminal,2021-07-21,170000
Mejillones LNG Terminal,2021-07-21,174000
Nigeria LNG Terminal,2021-07-21,149600
Rasgas LNG Terminal 3,2021-07-21,623400
Sabine Pass LNG Terminal,2021-07-21,175000
Sines LNG Terminal,2021-07-21,175000
Damietta SEGAS LNG Terminal,2021-07-22,174000
Fos Tonkin LNG Terminal,2021-07-22,75500
Nigeria LNG Terminal,2021-07-22,174000
Ohgishima LNG Terminal,2021-07-22,125000
Pluto LNG Terminal,2021-07-22,127544
Sabine Pass LNG Terminal,2021-07-22,174000
Sodegaura LNG Terminal,2021-07-22,137000
Zeebrugge LNG Terminal,2021-07-22,217000
Gibraltar LNG Terminal,2021-07-23,142759
Guanabara Bay FSRU,2021-07-23,172717
Hazira LNG Terminal,2021-07-23,175000
Panigaglia LNG Terminal,2021-07-23,75500
Rasgas LNG Terminal 3,2021-07-23,432200
Sabine Pass LNG Terminal,2021-07-23,170000
Yamal LNG Terminal,2021-07-23,162000
Al Zour LNG Import Terminal,2021-07-24,216200
GasPort FSRU,2021-07-24,145700
Hazira LNG Terminal,2021-07-24,159800
Nigeria LNG Terminal,2021-07-24,149600
Xintian Tangshan LNG Terminal,2021-07-24,261700
Yokkaichi Works LNG Terminal,2021-07-24,217000
Calcasieu Pass LNG Terminal,2021-07-25,165772
Das Island LNG Terminal,2021-07-25,159800
Freeport LNG Terminal,2021-07-25,180082
Guangxi LNG Terminal,2021-07-25,173400
Nigeria LNG Terminal,2021-07-25,148300
Rasgas LNG Terminal 3,2021-07-25,216000
Sines LNG Terminal,2021-07-25,170723
Tongyoung LNG Terminal,2021-07-25,174000
Wheatstone LNG Terminal,2021-07-25,173000
Arzew-Bethioua LNG Terminal,2021-07-27,75500
Gate LNG Terminal,2021-07-27,173400
Jieyang LNG Terminal (PipeChina),2021-07-27,266000
Pyeongtaek LNG Terminal,2021-07-27,174000
Rasgas LNG Terminal 3,2021-07-27,265000
Yamal LNG Terminal,2021-07-27,170000
Boryeong LNG Terminal,2021-07-28,174000
Das Island LNG Terminal,2021-07-28,135000
Hazira LNG Terminal,2021-07-28,174000
Nigeria LNG Terminal,2021-07-28,159800
Ohgishima LNG Terminal,2021-07-28,170000
Rasgas LNG Terminal 3,2021-07-28,210100
Sabine Pass LNG Terminal,2021-07-28,174000
Tobata LNG Terminal,2021-07-28,127525
Wenzhou LNG Terminal,2021-07-28,180000
Yamal LNG Terminal,2021-07-28,170000
Arzew-Bethioua LNG Terminal,2021-07-29,170000
Calcasieu Pass LNG Terminal,2021-07-29,155000
Hazira LNG Terminal,2021-07-29,135000
Pluto LNG Terminal,2021-07-29,170000
Rasgas LNG Terminal 3,2021-07-29,266398
Senboku 2 LNG Terminal,2021-07-29,172000
Yamal LNG Terminal,2021-07-29,174000
Zeebrugge LNG Terminal,2021-07-29,209220
Zhoushan LNG Terminal,2021-07-29,138028
Arzew-Bethioua LNG Terminal,2021-07-30,138058
Freeport LNG Terminal,2021-07-30,180000
Guangxi LNG Terminal,2021-07-30,173000
Jieyang LNG Terminal (PipeChina),2021-07-30,174000
Qidong LNG Terminal,2021-07-30,167000
Rasgas LNG Terminal 3,2021-07-30,360100
Sabine Pass LNG Terminal,2021-07-30,167158
Sines LNG Terminal,2021-07-30,149600
Sodegaura LNG Terminal,2021-07-30,180000
Vysotsk LNG Terminal,2021-07-30,18000
Yung-An LNG Terminal,2021-07-30,167000
Arzew-Bethioua LNG Terminal,2021-07-31,75500
Corpus Christi LNG Terminal,2021-07-31,174000
Hazira LNG Terminal,2021-07-31,138517
Nigeria LNG Terminal,2021-07-31,170000
Ohgishima LNG Terminal,2021-07-31,135000
Rasgas LNG Terminal 3,2021-07-31,145000
Sabine Pass LNG Terminal,2021-07-31,180000
Sodegaura LNG Terminal,2021-07-31,148300
Wheatstone LNG Terminal,2021-07-31,152615
Xintian Tangshan LNG Terminal,2021-07-31,149700
Zeebrugge LNG Terminal,2021-07-31,162000
Cartagena LNG Terminal (Spain),2021-08-01,138058
Gate LNG Terminal,2021-08-01,175000
Qidong LNG Terminal,2021-08-01,164000
Rasgas LNG Terminal 3,2021-08-01,210166
Wheatstone LNG Terminal,2021-08-01,160000
Yung-An LNG Terminal,2021-08-01,174000
Bilbao LNG Terminal,2021-08-02,175000
Fos Tonkin LNG Terminal,2021-08-02,75500
Marmara LNG Terminal,2021-08-02,170000
Rasgas LNG Terminal 3,2021-08-02,216200
Sabine Pass LNG Terminal,2021-08-02,164000
Sagunto LNG Terminal,2021-08-02,149600
Tornio Manga LNG Terminal,2021-08-02,18000
Cameroon FLNG Terminal,2021-08-03,174000
Corpus Christi LNG Terminal,2021-08-03,153000
Freeport LNG Terminal,2021-08-03,180000
Hazira LNG Terminal,2021-08-03,170000
Ohgishima LNG Terminal,2021-08-03,127544
Panigaglia LNG Terminal,2021-08-03,75500
Qidong LNG Terminal,2021-08-03,155000
Rasgas LNG Terminal 3,2021-08-03,261700
Atlantic LNG Terminal,2021-08-04,170000
Cartagena LNG Terminal (Spain),2021-08-04,138262
Dalian LNG Terminal,2021-08-04,170000
Huelva LNG Terminal,2021-08-04,148300
Incheon LNG Terminal,2021-08-04,210168
Map Ta Phut LNG Terminal 2,2021-08-04,216000
Pluto LNG Terminal,2021-08-04,125452
Rasgas LNG Terminal 3,2021-08-04,209220
Sabine Pass LNG Terminal,2021-08-04,173000
Samcheok LNG Terminal,2021-08-04,174000
Vysotsk LNG Terminal,2021-08-04,22969
Yamal LNG Terminal,2021-08-04,169355
Incheon LNG Terminal,2021-08-05,170000
Oman Qalhat LNG Terminal,2021-08-05,174000
Pyeongtaek LNG Terminal,2021-08-05,266000
Senboku 2 LNG Terminal,2021-08-05,174000
Taichung LNG Terminal,2021-08-05,145700
Ohgishima LNG Terminal,2021-08-06,173000
Rasgas LNG Terminal 3,2021-08-06,210000
Sabine Pass LNG Terminal,2021-08-06,173000
Yanai LNG Terminal,2021-08-06,172000
Al Zour LNG Import Terminal,2021-08-07,210000
Brunnsviksholme LNG Terminal,2021-08-07,22969
Nigeria LNG Terminal,2021-08-07,138000
Qidong LNG Terminal,2021-08-07,266000
Rasgas LNG Terminal 3,2021-08-07,480100
Yamal LNG Terminal,2021-08-07,173400
Das Island LNG Terminal,2021-08-08,135000
Jieyang LNG Terminal (PipeChina),2021-08-08,160000
Nigeria LNG Terminal,2021-08-08,137300
Pluto LNG Terminal,2021-08-08,125000
Sabine Pass LNG Terminal,2021-08-08,174000
Arzew-Bethioua LNG Terminal,2021-08-09,170000
Cartagena LNG Terminal (Spain),2021-08-09,170000
Corpus Christi LNG Terminal,2021-08-09,160000
Hazira LNG Terminal,2021-08-09,174000
Jebel Ali FLNG Terminal,2021-08-09,215100
Nigeria LNG Terminal,2021-08-09,170000
Pyeongtaek LNG Terminal,2021-08-09,170000
Rasgas LNG Terminal 3,2021-08-09,210000
Skikda LNG Terminal,2021-08-09,75500
Arzew-Bethioua LNG Terminal,2021-08-10,75500
Atlantic LNG Terminal,2021-08-10,138059
Fos Tonkin LNG Terminal,2021-08-10,75500
Incheon LNG Terminal,2021-08-10,265000
Montoir LNG Terminal,2021-08-10,174000
Wheatstone LNG Terminal,2021-08-10,155000
Yung-An LNG Terminal,2021-08-10,180000
Zhoushan LNG Terminal,2021-08-10,216000
Calcasieu Pass LNG Terminal,2021-08-11,174000
Corpus Christi LNG Terminal,2021-08-11,155000
Freeport LNG Terminal,2021-08-11,174000
Gorgon LNG Terminal,2021-08-11,167000
Higashi Niigata LNG Terminal,2021-08-11,152615
Himeji LNG Terminal,2021-08-11,174000
Nigeria LNG Terminal,2021-08-11,137300
Qidong LNG Terminal,2021-08-11,261700
Quintero LNG Terminal,2021-08-11,174000
Rasgas LNG Terminal 3,2021-08-11,216200
Sabine Pass LNG Terminal,2021-08-11,173400
Sodegaura LNG Terminal,2021-08-11,159800
Vysotsk LNG Terminal,2021-08-11,22969
Boryeong LNG Terminal,2021-08-12,180000
Fos Tonkin LNG Terminal,2021-08-12,75500
Freeport LNG Terminal,2021-08-12,180000
Gate LNG Terminal,2021-08-12,174000
Hong Kong FSRU,2021-08-12,154948
Rasgas LNG Terminal 3,2021-08-12,210152
Chaozhou LNG Terminal (Huaying),2021-08-13,170000
Marmara LNG Terminal,2021-08-13,170000
Nigeria LNG Terminal,2021-08-13,172000
Pluto LNG Terminal,2021-08-13,127525
Rasgas LNG Terminal 3,2021-08-13,267335
Sabine Pass LNG Terminal,2021-08-13,135000
Taichung LNG Terminal,2021-08-13,150000
Wheatstone LNG Terminal,2021-08-13,164000
Al Zour LNG Import Terminal,2021-08-14,210152
Freeport LNG Terminal,2021-08-14,165000
Gate LNG Terminal,2021-08-14,169355
Gorgon LNG Terminal,2021-08-14,155000
Lysekil LNG Terminal,2021-08-14,22969
Nigeria LNG Terminal,2021-08-14,170000
Queensland Curtis LNG Terminal,2021-08-14,167000
Rasgas LNG Terminal 3,2021-08-14,216200
Sabine Pass LNG Terminal,2021-08-14,166000
Sergipe FSRU,2021-08-14,180000
South Hook LNG Terminal,2021-08-14,265000
Xintian Tangshan LNG Terminal,2021-08-14,170000
Yung-An LNG Terminal,2021-08-14,174000
Corpus Christi LNG Terminal,2021-08-16,175000
Das Island LNG Terminal,2021-08-16,137000
Nigeria LNG Terminal,2021-08-16,141000
Skikda LNG Terminal,2021-08-16,75500
Yamal LNG Terminal,2021-08-16,161870
Freeport LNG Terminal,2021-08-17,174000
Hazira LNG Terminal,2021-08-17,159800
Jieyang LNG Terminal (PipeChina),2021-08-17,135000
Krk FSRU,2021-08-17,145000
Rasgas LNG Terminal 3,2021-08-17,145663
Sagunto LNG Terminal,2021-08-17,75500
Fos Tonkin LNG Terminal,2021-08-18,216200
Freeport LNG Terminal,2021-08-18,173400
Huelva LNG Terminal,2021-08-18,137300
Nigeria LNG Terminal,2021-08-18,149600
Sabine Pass LNG Terminal,2021-08-18,142612
Senboku 2 LNG Terminal,2021-08-18,210166
Sodegaura LNG Terminal,2021-08-18,210100
Incheon LNG Terminal,2021-08-19,261700
Izmir Aliaga LNG Terminal,2021-08-19,174000
Mundra LNG Terminal,2021-08-19,174000
Pluto LNG Terminal,2021-08-19,173000
Rasgas LNG Terminal 3,2021-08-19,209220
Vysotsk LNG Terminal,2021-08-19,22969
Wenzhou LNG Terminal,2021-08-19,209220
Świnoujście Polskie LNG Terminal,2021-08-19,210100
Al Zour LNG Import Terminal,2021-08-20,210000
Arzew-Bethioua LNG Terminal,2021-08-20,170000
Corpus Christi LNG Terminal,2021-08-20,175000
Das Island LNG Terminal,2021-08-20,137100
Gorgon LNG Terminal,2021-08-20,172000
Incheon LNG Terminal,2021-08-20,266398
Rasgas LNG Terminal 3,2021-08-20,426200
Shin-Sendai LNG Terminal,2021-08-20,155000
Skikda LNG Terminal,2021-08-20,75500
Wuhaogou LNG Storage Facility,2021-08-20,168873
Yamal LNG Terminal,2021-08-20,173000
Yokkaichi Works LNG Terminal,2021-08-20,125000
Zeebrugge LNG Terminal,2021-08-20,216200
Corpus Christi LNG Terminal,2021-08-21,174000
Jebel Ali FLNG Terminal,2021-08-21,210000
Nigeria LNG Terminal,2021-08-21,141000
Old Harbour FSRU,2021-08-21,166000
Pluto LNG Terminal,2021-08-21,127544
Rasgas LNG Terminal 3,2021-08-21,266000
Tongyoung LNG Terminal,2021-08-21,174000
Vysotsk LNG Terminal,2021-08-21,18000
Boryeong LNG Terminal,2021-08-22,155000
Fos Tonkin LNG Terminal,2021-08-22,75500
Gorgon LNG Terminal,2021-08-22,177000
Jieyang LNG Terminal (PipeChina),2021-08-22,167000
Marmara LNG Terminal,2021-08-22,170000
Montoir LNG Terminal,2021-08-22,138000
Rasgas LNG Terminal 3,2021-08-22,266000
Sines LNG Terminal,2021-08-22,137300
Calcasieu Pass LNG Terminal,2021-08-23,177000
Elba Island LNG Terminal,2021-08-23,167062
Fredrikstad LNG Terminal,2021-08-23,22969
Hazira LNG Terminal,2021-08-23,137100
Map Ta Phut LNG Terminal 2,2021-08-23,216200
Nigeria LNG Terminal,2021-08-23,148300
Rasgas LNG Terminal 3,2021-08-23,484335
Penuelas LNG Terminal,2021-08-24,138059
Rasgas LNG Terminal 3,2021-08-24,261700
Tornio Manga LNG Terminal,2021-08-24,18000
Toyama Shinko LNG Terminal,2021-08-24,174000
Xintian Tangshan LNG Terminal,2021-08-24,173400
Yamal LNG Terminal,2021-08-24,169355
Calcasieu Pass LNG Terminal,2021-08-25,173400
Gorgon LNG Terminal,2021-08-25,174000
Hazira LNG Terminal,2021-08-25,180000
Incheon LNG Terminal,2021-08-25,155000
Izmir Aliaga LNG Terminal,2021-08-25,170000
Qidong LNG Terminal,2021-08-25,265000
Rasgas LNG Terminal 3,2021-08-25,210152
Sabine Pass LNG Terminal,2021-08-25,174000
Al Zour LNG Import Terminal,2021-08-26,261700
Barcelona LNG Terminal,2021-08-26,160000
Corpus Christi LNG Terminal,2021-08-26,147208
Huelva LNG Terminal,2021-08-26,170000
Nigeria LNG Terminal,2021-08-26,148300
Pluto LNG Terminal,2021-08-26,170000
Das Island LNG Terminal,2021-08-27,135000
GasPort FSRU,2021-08-27,165772
Gorgon LNG Terminal,2021-08-27,160000
Hazira LNG Terminal,2021-08-27,217000
Himeji LNG Terminal,2021-08-27,127525
Map Ta Phut LNG Terminal 2,2021-08-27,174000
Nigeria LNG Terminal,2021-08-27,174000
Ohgishima LNG Terminal,2021-08-27,135000
Pyeongtaek LNG Terminal,2021-08-27,180082
Sabine Pass LNG Terminal,2021-08-27,174000
Yokkaichi Works LNG Terminal,2021-08-27,180000
Zeebrugge LNG Terminal,2021-08-27,173000
Bilbao LNG Terminal,2021-08-28,142612
Gate LNG Terminal,2021-08-28,180000
Gibraltar LNG Terminal,2021-08-28,173000
Huelva LNG Terminal,2021-08-28,135000
Pluto LNG Terminal,2021-08-28,152615
Rasgas LNG Terminal 3,2021-08-28,210100
Sabine Pass LNG Terminal,2021-08-28,174000
Skikda LNG Terminal,2021-08-28,75500
Yamal LNG Terminal,2021-08-28,170000
Fos Tonkin LNG Terminal,2021-08-29,75500
Punta Europa LNG Terminal,2021-08-29,173673
Rasgas LNG Terminal 3,2021-08-29,138000
Yung-An LNG Terminal,2021-08-29,167000
Barcelona LNG Terminal,2021-08-30,149600
Dunkirk LNG Terminal,2021-08-30,169355
Hong Kong FSRU,2021-08-30,172000
Montoir LNG Terminal,2021-08-30,141000
Qidong LNG Terminal,2021-08-30,173000
Rasgas LNG Terminal 3,2021-08-30,266000
Sabine Pass LNG Terminal,2021-08-30,160000
Sodegaura LNG Terminal,2021-08-30,173000
Yamal LNG Terminal,2021-08-30,174000
Nigeria LNG Terminal,2021-08-31,145952
Pluto LNG Terminal,2021-08-31,125452
Yamal LNG Terminal,2021-08-31,173000
Al Zour LNG Import Terminal,2021-09-01,266000
Calcasieu Pass LNG Terminal,2021-09-01,159800
Gibraltar LNG Terminal,2021-09-01,175000
Himeji LNG Terminal,2021-09-01,177000
Montoir LNG Terminal,2021-09-01,141000
Pluto LNG Terminal,2021-09-01,125000
Rasgas LNG Terminal 3,2021-09-01,635420
Sabine Pass LNG Terminal,2021-09-01,174000
Sodegaura LNG Terminal,2021-09-01,127544
Tianjin LNG Terminal (Sinopec),2021-09-01,170000
Boryeong LNG Terminal,2021-09-02,153000
Calcasieu Pass LNG Terminal,2021-09-02,180000
Gorgon LNG Terminal,2021-09-02,155000
Jieyang LNG Terminal (PipeChina),2021-09-02,155000
Rasgas LNG Terminal 3,2021-09-02,265000
Sabine Pass LNG Terminal,2021-09-02,171362
Shandong LNG Terminal,2021-09-02,174000
Sodegaura LNG Terminal,2021-09-02,137000
Vysotsk LNG Terminal,2021-09-02,22969
Arzew-Bethioua LNG Terminal,2021-09-03,138058
Corpus Christi LNG Terminal,2021-09-03,159700
Freeport LNG Terminal,2021-09-03,165500
Map Ta Phut LNG Terminal 2,2021-09-03,209220
Montoir LNG Terminal,2021-09-03,148300
Nigeria LNG Terminal,2021-09-03,170000
Pyeongtaek LNG Terminal,2021-09-03,267335
Rasgas LNG Terminal 3,2021-09-03,216000
Yamal LNG Terminal,2021-09-03,170000
Chaozhou LNG Terminal (Huaying),2021-09-04,161870
Gorgon LNG Terminal,2021-09-04,167000
Lysekil LNG Terminal,2021-09-04,22969
Pluto LNG Terminal,2021-09-04,160000
Pyeongtaek LNG Terminal,2021-09-04,174000
Qidong LNG Terminal,2021-09-04,174000
Rasgas LNG Terminal 3,2021-09-04,217000
Sines LNG Terminal,2021-09-04,148300
Skikda LNG Terminal,2021-09-04,75500
Das Island LNG Terminal,2021-09-05,137100
Gorgon LNG Terminal,2021-09-05,170000
Huelva LNG Terminal,2021-09-05,138058
Jieyang LNG Terminal (PipeChina),2021-09-05,173000
Sabine Pass LNG Terminal,2021-09-05,172717
Wenzhou LNG Terminal,2021-09-05,160000
Świnoujście Polskie LNG Terminal,2021-09-05,216200
Cartagena LNG Terminal (Spain),2021-09-06,145663
Corpus Christi LNG Terminal,2021-09-06,174000
Himeji LNG Terminal,2021-09-06,151900
Nigeria LNG Terminal,2021-09-06,170000
Qidong LNG Terminal,2021-09-06,266000
Sabine Pass LNG Terminal,2021-09-06,174000
Tongyoung LNG Terminal,2021-09-06,160000
Vysotsk LNG Terminal,2021-09-06,18000
Yung-An LNG Terminal,2021-09-06,152615
Zhoushan LNG Terminal,2021-09-06,160000
Gate LNG Terminal,2021-09-07,173400
Gibraltar LNG Terminal,2021-09-07,147208
Jieyang LNG Terminal (PipeChina),2021-09-07,167158
Porto do Açu FSRU,2021-09-07,174000
Rasgas LNG Terminal 3,2021-09-07,261700
Calcasieu Pass LNG Terminal,2021-09-08,174000
Das Island LNG Terminal,2021-09-08,135000
Fos Tonkin LNG Terminal,2021-09-08,75500
Pluto LNG Terminal,2021-09-08,127525
Rasgas LNG Terminal 3,2021-09-08,261700
Sabine Pass LNG Terminal,2021-09-08,174000
Sines LNG Terminal,2021-09-08,174000
Tornio Manga LNG Terminal,2021-09-08,18000
Zeebrugge LNG Terminal,2021-09-08,216200
Arzew-Bethioua LNG Terminal,2021-09-09,170000
Boryeong LNG Terminal,2021-09-09,180000
Fos Tonkin LNG Terminal,2021-09-09,172000
Rasgas LNG Terminal 3,2021-09-09,391000
Sabine Pass LNG Terminal,2021-09-09,175000
Cartagena LNG Terminal (Spain),2021-09-10,160000
Huelva LNG Terminal,2021-09-10,145952
Mejillones LNG Terminal,2021-09-10,173400
Nigeria LNG Terminal,2021-09-10,161870
Rasgas LNG Terminal 3,2021-09-10,210100
South Hook LNG Terminal,2021-09-10,266000
Zhoushan LNG Terminal,2021-09-10,164000
Al Zour LNG Import Terminal,2021-09-11,216000
Calcasieu Pass LNG Terminal,2021-09-11,174000
Corpus Christi LNG Terminal,2021-09-11,174000
Pluto LNG Terminal,2021-09-11,173000
Pyeongtaek LNG Terminal,2021-09-11,267335
Yamal LNG Terminal,2021-09-11,169355
Arzew-Bethioua LNG Terminal,2021-09-12,170000
Atlantic LNG Terminal,2021-09-12,138059
Rasgas LNG Terminal 3,2021-09-12,266398
Sabine Pass LNG Terminal,2021-09-12,174000
Sodegaura LNG Terminal,2021-09-12,170000
Yamal LNG Terminal,2021-09-12,172000
Calcasieu Pass LNG Terminal,2021-09-13,174000
Guangxi LNG Terminal,2021-09-13,155000
Nigeria LNG Terminal,2021-09-13,170000
Rasgas LNG Terminal 3,2021-09-13,210100
Sabine Pass LNG Terminal,2021-09-13,174000
Sines LNG Terminal,2021-09-13,160000
Sodegaura LNG Terminal,2021-09-13,135000
Taichung LNG Terminal,2021-09-13,138000
Yamal LNG Terminal,2021-09-13,170000
Yokkaichi Works LNG Terminal,2021-09-13,338000
Himeji LNG Terminal,2021-09-14,155000
Izmir Aliaga LNG Terminal,2021-09-14,170000
Nigeria LNG Terminal,2021-09-14,141000
